Datetime,Last Current price,24 Hr Price Change,24 Hr High Price,24 Hr Low Price,24 Hr Volume,Coins,Base Currency,Exchanges URL,Exchanges
2018-08-17 12:46:18.421936,0.00159138,1.27%,0.00159805,0.00153116,187.11203832,EOS,BTC,https://www.cryptopia.co.nz/Exchange?market=EOS_BTC,Cryptopia
