Datetime,Last Current price,24 Hr Price Change,24 Hr High Price,24 Hr Low Price,24 Hr Volume,Coins,Base Currency,Exchanges URL,Exchanges
2018-08-17 12:13:28.982885,6460.46,2.33%,6527.35,6223.92,6223.92,LTC,USD,https://www.bitstamp.net/,Bitstamp
2018-08-17 12:22:22.738629,6464.03,2.38%,6527.35,6223.92,6223.92,LTC,USD,https://www.bitstamp.net/,Bitstamp
