Datetime,Last Current price,24 Hr Price Change,24 Hr High Price,24 Hr Low Price,24 Hr Volume,Coins,Base Currency,Exchanges URL,Exchanges
2018-08-17 20:15:06.786656,4.00000000,8.9,0.02196033%,0.01906001,441787.05,TRON,USDT,https://www.bittrex.com/home/markets/,Bittrex
2018-08-17 20:15:54.242224,4.00000000,8.9,0.02196033%,0.01906001,441787.05,TRON,USDT,https://www.bittrex.com/home/markets/,Bittrex
