Datetime,Last Current price,24 Hr Price Change,24 Hr High Price,24 Hr Low Price,24 Hr Volume,Coins,Base Currency,Exchanges URL,Exchanges
2018-09-04 23:22:39.393164,NA,NA,NA,NA,NA,Lisk,USDT,https://hitbtc.com/,Hitbtc
