Datetime,Last Current price,24 Hr Price Change,24 Hr High Price,24 Hr Low Price,24 Hr Volume,Coins,Base Currency,Exchanges URL,Exchanges
2018-08-17 13:21:41.495616,534.67,2.0%,540.00,513.50,"16,987,752",Bitcoin Cash,USD,https://www.bitfinex.com,Bitfinex
