Datetime,Open,High,Low,Close,Quote Currency,Base Currency,Exchanges URL
18:55.8,"1,123.08","1,123.20","1,117.74","1,123.49", KRW,USD ,https://www.reuters.com/finance/currencies/quote?destAmt=&srcAmt=1.00&srcCurr=USD&destCurr=KRW
