Datetime,Last Current price,24 Hr Price Change,24 Hr High Price,24 Hr Low Price,24 Hr Volume,Coins,Base Currency,Exchanges URL,Exchanges
2018-09-04 23:51:32.088170,NA,NA,NA,NA,NA,Gas,USDT,https://pro.coinbase.com/,Gdax
