Datetime,Last Current price,24 Hr Price Change,24 Hr High Price,24 Hr Low Price,24 Hr Volume,Coins,Base Currency,Exchanges URL,Exchanges
2018-09-04 22:15:34.782734,0.03912115,NA,0.03999990,1107.49 BTC,1107.49,Bitcoin, BTC,https://yobit.net/en/trade/ETH/BTC/,Yobit
